,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Model,Parameters,Accuracy,Precision,Recall,F1 Score,AUC,Best params
77,77,77,77,77,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,LR_ada,"{'imputer': KNNImputer(), 'ada': ADASYN(), 'lr': LogisticRegression(class_weight={0: 0.5138093139415307, 1: 18.60372340425532},
                   max_iter=5000, random_state=42, solver='saga')}",0.027796309,0.026930781,1,0.052449068,0.500457038,"{'imputer__n_neighbors': 3, 'lr__C': 0.01, 'lr__penalty': 'l2'}"
78,78,78,78,78,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,LR_ada,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42), 'lr': LogisticRegression(class_weight={0: 0.5138093139415307, 1: 18.60372340425532},
                   max_iter=5000, random_state=42, solver='saga')}",0.38614632,0.032914528,0.768595041,0.063125742,0.57208317,"{'imputer__n_neighbors': 7, 'lr__C': 1, 'lr__penalty': 'l1', 'smote__sampling_strategy': 'not minority'}"
79,79,79,79,79,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBM_ada,"{'imputer': KNNImputer(), 'ada': ADASYN(), 'classifier': LGBMClassifier(random_state=42)}",0.893801474,0.188596491,0.417475728,0.259818731,0.666768717,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 500, 'imputer__n_neighbors': 7}"
80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBM_smote,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42), 'classifier': LGBMClassifier(random_state=42)}",0.891200694,0.196721311,0.466019417,0.276657061,0.688545099,"{'classifier__learning_rate': 0.01, 'classifier__max_depth': 3, 'classifier__n_estimators': 500, 'imputer__n_neighbors': 3, 'smote__sampling_strategy': 'minority'}"
81,81,81,81,81,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,QDA_ada,"{'imputer': KNNImputer(), 'ada': ADASYN(), 'qda': QuadraticDiscriminantAnalysis()}",0.946186346,0.096666667,0.119834711,0.10701107,0.54443518,"{'imputer__n_neighbors': 5, 'qda__reg_param': 6.614740641230159e-32}"
82,82,82,82,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QDA_smote,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42), 'qda': QuadraticDiscriminantAnalysis()}",0.959528575,0.237068966,0.227272727,0.232067511,0.603524389,"{'imputer__n_neighbors': 5, 'qda__reg_param': 0.4923882631706752, 'smote__sampling_strategy': 'minority'}"
83,83,83,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LR_smote,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42), 'lr': LogisticRegression(class_weight={0: 0.5138093139415307, 1: 18.60372340425532},
                   max_iter=5000, random_state=42, solver='saga')}",0.042139204,0.027323021,1,0.053192659,0.507826782,"{'imputer__n_neighbors': 3, 'lr__C': 0.001, 'lr__penalty': 'l2', 'smote__sampling_strategy': 'minority'}"
84,84,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LR_smote,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42), 'lr': LogisticRegression(class_weight={0: 0.5138093139415307, 1: 18.60372340425532},
                   max_iter=5000, random_state=42, solver='saga')}",0.042139204,0.027323021,1,0.053192659,0.507826782,"{'imputer__n_neighbors': 3, 'lr__C': 0.001, 'lr__penalty': 'l2', 'smote__sampling_strategy': 'minority'}"
85,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LR_SMOTE,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42, sampling_strategy='minority'), 'lr': LogisticRegression(class_weight={0: 0.5138093139415307, 1: 18.60372340425532},
                   max_iter=5000, random_state=42, solver='saga')}",0.058261063,0.027669346,0.995867769,0.053842717,0.514101617,"{'imputer__n_neighbors': 5, 'lr__C': 1, 'lr__penalty': 'l1'}"
86,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LR_ADA,"{'imputer': KNNImputer(), 'ada': ADASYN(), 'lr': LogisticRegression(class_weight={0: 0.5138093139415307, 1: 18.60372340425532},
                   max_iter=5000, random_state=42, solver='saga')}",0.033577941,0.027087531,1,0.052746295,0.503427788,"{'imputer__n_neighbors': 3, 'lr__C': 0.001, 'lr__penalty': 'l1'}"
87,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBM_SMOTE,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42, sampling_strategy='minority'), 'classifier': LGBMClassifier(class_weight={0: 0.5234344612991054, 1: 11.16804979253112},
               random_state=42)}",0.917641959,0.25698324,0.446601942,0.326241135,0.693128557,"{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 500, 'classifier__num_leaves': 20, 'imputer__n_neighbors': 3}"
88,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBM_ADASYN,"{'imputer': KNNImputer(), 'ada': ADASYN(), 'classifier': LGBMClassifier(class_weight={0: 0.5234344612991054, 1: 11.16804979253112},
               random_state=42)}",0.917641959,0.24260355,0.398058252,0.301470588,0.669991014,"{'classifier__boosting_type': 'dart', 'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 500, 'classifier__num_leaves': 20, 'imputer__n_neighbors': 7}"
89,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QDA,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42, sampling_strategy='minority'), 'qda': QuadraticDiscriminantAnalysis()}",0.967311541,0.316901408,0.185950413,0.234375,0.587433616,"{'imputer__n_neighbors': 3, 'qda__reg_param': 0.6723357536499335}"
90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QDA_ADASYN,"{'imputer': KNNImputer(), 'ada': ADASYN(), 'qda': QuadraticDiscriminantAnalysis()}",0.967533911,0.323943662,0.190082645,0.239583333,0.589556862,"{'imputer__n_neighbors': 3, 'qda__reg_param': 0.6723357536499335}"
91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LR_SMOTE,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42, sampling_strategy='minority'), 'lr': LogisticRegression(class_weight={0: 0.5138093139415307, 1: 18.60372340425532},
                   max_iter=5000, random_state=42, solver='saga')}",0.039915499,0.02715493,0.995867769,0.052868268,0.504675201,"{'imputer__n_neighbors': 3, 'lr__C': 10, 'lr__penalty': 'l1'}"
92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LR_ADA,"{'imputer': KNNImputer(), 'ada': ADASYN(), 'lr': LogisticRegression(class_weight={0: 0.5138093139415307, 1: 18.60372340425532},
                   max_iter=5000, random_state=42, solver='saga')}",0.032799644,0.02696051,0.995867769,0.052499728,0.501018893,"{'imputer__n_neighbors': 7, 'lr__C': 1, 'lr__penalty': 'l1'}"
93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBM_SMOTE,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42, sampling_strategy='minority'), 'classifier': LGBMClassifier(class_weight={0: 0.5234344612991054, 1: 11.16804979253112},
               random_state=42)}",0.910706545,0.230366492,0.427184466,0.299319728,0.680243776,"{'classifier__boosting_type': 'gbdt', 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 700, 'classifier__num_leaves': 31, 'imputer__n_neighbors': 3}"
94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBM_ADASYN,"{'imputer': KNNImputer(), 'ada': ADASYN(), 'classifier': LGBMClassifier(class_weight={0: 0.5234344612991054, 1: 11.16804979253112},
               random_state=42)}",0.894668401,0.192982456,0.427184466,0.265861027,0.671849946,"{'classifier__boosting_type': 'gbdt', 'classifier__learning_rate': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 500, 'classifier__num_leaves': 40, 'imputer__n_neighbors': 7}"
95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QDA_SMOTE,"{'imputer': KNNImputer(), 'smote': SMOTE(random_state=42, sampling_strategy='minority'), 'qda': QuadraticDiscriminantAnalysis()}",0.967422726,0.252427184,0.107438017,0.150724638,0.549320014,"{'imputer__n_neighbors': 3, 'qda__reg_param': 0.6723357536499335}"
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QDA_ADASYN,"{'imputer': KNNImputer(), 'ada': ADASYN(), 'qda': QuadraticDiscriminantAnalysis()}",0.966977985,0.233009709,0.099173554,0.139130435,0.545073523,"{'imputer__n_neighbors': 3, 'qda__reg_param': 0.6723357536499335}"
